Catalog #,Species,Personal ID,Latitude,Longitude,County,State,Prop of dorsum red,Prop of dorsum black,SVL (cm),TL (cm),Prin1 (L. gentilis),Prin1 (C. coccinea)
C. coccinea (East),Sympatry,Cc183,28.75,-82.3,Citrus,Florida,0.317680309,0.420927316,40.36256462,48.19157447,,
C. coccinea (East),Sympatry,Cc373,28.929431,-81.6656303,Lake,Florida,0.503283466,0.259529823,25.735,29.889,,
C. coccinea (East),Sympatry,Cc461,29.06313,-81.35588,Volusia,Florida,0.444204612,0.357659232,29.187,33.706,,
C. coccinea (East),Sympatry,Cc372,28.936583,-81.718097,Lake,Florida,0.395726839,0.433662627,34.822,40.345,,
C. coccinea (East),Sympatry,Cc42,28.84,-82.31,Citrus,Florida,0.215215171,0.449975925,35.43499456,41.07888026,,
C. coccinea (East),Sympatry,Cc434,28.865241,-82.1436,Sumter,Florida,0.486478338,0.309656607,33.169,36.778,,
C. coccinea (East),Sympatry,Cc334,28.812764,-82.687321,Citrus,Florida,0.357549065,0.367180505,41.323,47.176,,
C. coccinea (East),Sympatry,Cc443,29.11994,-81.351401,Volusia,Florida,0.466103808,0.331569948,56.142,64.284,,
C. coccinea (East),Sympatry,Cc171,28.84449,-82.48798,Citrus,Florida,0.317854311,0.445443479,39.90983784,45.46051892,,
C. coccinea (East),Sympatry,Cc333,28.855966,-82.670714,Citrus,Florida,0.416898847,0.378801654,34.097,41.396,,
C. coccinea (East),Sympatry,Cc460,29.15,-81.374,Volusia,Florida,0.330529558,0.488804644,42.205,48.555,,
C. coccinea (East),Sympatry,Cc332,28.870955,-82.608575,Citrus,Florida,0.299258632,0.412243169,47.21,54.524,,
C. coccinea (East),Sympatry,Cc331,28.88443,-82.542898,Citrus,Florida,0.368709631,0.358823652,48.149,56.12,,
C. coccinea (East),Sympatry,Cc444,29.155525,-81.520821,Volusia,Florida,0.493221183,0.342648442,36.142,42.696,,
C. coccinea (East),Sympatry,Cc100,29.16,-81.57,Lake,Florida,0.231860025,0.452821251,14.55632399,16.65302914,,
C. coccinea (East),Sympatry,Cc101,29.16,-81.57,Lake,Florida,0.318939584,0.481559263,13.83787874,16.03789545,,
C. coccinea (East),Sympatry,Cc99,29.16,-81.57,Lake,Florida,0.322722773,0.439707972,14.78741589,16.96446567,,
C. coccinea (East),Sympatry,Cc374,29.168775,-81.617214,Lake,Florida,0.358396149,0.382086527,47.361,54.543,,
C. coccinea (East),Sympatry,Cc160,29.36,-81.64,Putnam,Flordia,0.426923798,0.359190167,35.05406369,40.66628025,,
C. coccinea (East),Sympatry,Cc391,29.30541,-81.81543,Marion,Florida,0.421438206,0.375869456,37.811,43.083,,
C. coccinea (East),Sympatry,Cc1030,29.2411109,-82.0876311,Marion,Florida,0.180766042,0.39585475,30.155,34.236,,
C. coccinea (East),Sympatry,Cc393,29.2411109,-82.0876311,Marion,Florida,0.35919596,0.329513821,30.894,36.613,,
C. coccinea (East),Sympatry,Cc469,29.2411109,-82.0876311,Marion,Florida,0.361761756,0.39663107,33.898,39.334,,
C. coccinea (East),Sympatry,Cc147,29.36,-81.76,Marion,Florida,0.564016888,0.282351038,37.91507216,43.17639175,,
C. coccinea (East),Sympatry,Cc148,29.36,-81.76,Marion,Florida,0.32737959,0.485067444,54.54535514,62.01908411,,
C. coccinea (East),Sympatry,Cc381,29.20719,-83.06756,Levy,Florida,0.279961715,0.477997311,43.881,50.249,,
C. coccinea (East),Sympatry,Cc392,29.3623,-81.866,Marion,Florida,0.42214731,0.368051139,31.444,37.055,,
C. coccinea (East),Sympatry,Cc468,29.3684,-82.0454,Marion,Florida,0.329306303,0.484650393,36.255,42.808,,
C. coccinea (East),Sympatry,Cc420,29.525832,-81.593551,Putnam,Florida,0.390298181,0.304926001,73.244,84.216,,
C. coccinea (East),Sympatry,Cc32,29.32,-82.75,Levy,Florida,0.373742115,0.422056181,39.93896152,45.5279307,,
C. coccinea (East),Sympatry,Cc342,29.328864,-83.14278,Dixie,Florida,0.367434404,0.423836943,30.566,35.511,,
C. coccinea (East),Sympatry,Cc36,29.45,-82.01,Marion,Florida,0.469202854,0.32589333,20.052872,23.25854817,,
C. coccinea (East),Sympatry,Cc639,29.58,-81.7,Putnam,Florida,0.395117729,0.40200831,28.88,33.223,,
C. coccinea (East),Sympatry,Cc28,29.45,-82.14,Alachua,Florida,0.453550534,0.317876088,39.88341734,46.57201004,,
C. coccinea (East),Sympatry,Cc343,29.368389,-83.143403,Dixie,Florida,0.356234522,0.430192089,29.882,34.478,,
C. coccinea (East),Sympatry,Cc311,29.49095,-82.16575,Alachua,Florida,0.432875225,0.359569691,40.529,47.905,,
C. coccinea (East),Sympatry,Cc93,29.54,-82.06,Alachua,Florida,0.310650982,0.444076739,43.5207484,50.04148879,,
C. coccinea (East),Sympatry,Cc313,29.49247,-82.33514,Alachua,Florida,0.415646335,0.376995994,35.446,41.856,,
C. coccinea (East),Sympatry,Cc417,29.5644131,-82.0170403,Putnam,Florida,0.336219173,0.43393838,44.239,52.131,,
C. coccinea (East),Sympatry,Cc312,29.51589,-82.22689,Alachua,Florida,0.489334615,0.312894593,38.489,44.673,,
C. coccinea (East),Sympatry,Cc473,29.5173,-82.2218,Alachua,Florida,0.545059826,0.277081916,49.978,57.423,,
C. coccinea (East),Sympatry,Cc422,29.8902,-81.3332,St. Johns,Florida,0.48673951,0.350301197,38.347,44.318,,
C. coccinea (East),Sympatry,Cc423,29.8827,-81.361,St. Johns,Florida,0.487212276,0.370556918,38.318,44.018,,
C. coccinea (East),Sympatry,Cc41,29.54,-82.36,Alachua,Florida,0.379170977,0.395437381,32.02480966,37.17528319,,
C. coccinea (East),Sympatry,Cc472,29.54233,-82.352,Alachua,Florida,0.484247375,0.287160039,44.564,51.383,,
C. coccinea (East),Sympatry,Cc352,29.6645,-84.8639,Franklin,Florida,0.410506312,0.378464317,53.149,61.495,,
C. coccinea (East),Sympatry,Cc141,29.73,-84.99,Franklin,Florida,0.348468663,0.401099002,32.11052864,36.31738124,,
C. coccinea (East),Sympatry,Cc356,29.694696,-85.232201,Gulf,Florida,0.337799258,0.395570782,49.038,56.707,,
C. coccinea (East),Sympatry,Cc418,29.6882,-82.0021,Putnam,Florida,0.481084194,0.314675498,27.781,31.947,,
C. coccinea (East),Sympatry,Cc357,29.738158,-85.179174,Gulf,Florida,0.409462353,0.374520965,35.488,41.402,,
C. coccinea (East),Sympatry,Cc425,30.0214,-81.336,St. Johns,Florida,0.336901508,0.480716672,39.516,45.776,,
C. coccinea (East),Sympatry,Cc419,29.72595,-81.94979,Putnam,Florida,0.466583146,0.320464308,39.112,45.977,,
C. coccinea (East),Sympatry,Cc1,29.66,-82.25,Alachua,Florida,0.504931548,0.286354007,20.0613408,24.75428521,,
C. coccinea (East),Sympatry,Cc40,29.65,-82.33,Alachua,Florida,0.47558523,0.3484722,32.37109057,37.20988909,,
C. coccinea (East),Sympatry,Cc424,29.97276,-81.47872,St. Johns,Florida,0.413553455,0.391346026,37.555,43.256,,
C. coccinea (East),Sympatry,Cc236,29.60849,-83.36654,Dixie,Florida,0.447215766,0.360590047,43.60740713,49.41655154,,
C. coccinea (East),Sympatry,Cc349,29.8007,-84.83081,Franklin,Florida,0.477367097,0.363880929,34.198,40.097,,
C. coccinea (East),Sympatry,Cc353,29.7843,-84.7718,Franklin,Florida,0.345697155,0.426728192,34.024,39.707,,
C. coccinea (East),Sympatry,Cc441,29.73557,-83.45321,Taylor,Florida,0.460654706,0.288243626,38.124,44.817,,
C. coccinea (East),Sympatry,Cc765,29.98,-85.1,Gulf,Florida,0.58939532,0.245860771,58.163,65.511,,
C. coccinea (East),Sympatry,Cc440,29.743158,-83.46933,Taylor,Florida,0.291036652,0.43371235,33.068,37.956,,
C. coccinea (East),Sympatry,Cc421,30.107,-81.5549,St. Johns,Florida,0.506352786,0.346973947,54.543,64.369,,
C. coccinea (East),Sympatry,Cc350,29.8678,-84.6643,Franklin,Florida,0.468143847,0.393150392,42.017,46.507,,
C. coccinea (East),Sympatry,Cc318,29.8638,-82.2433,Bradford,Florida,0.35493233,0.428091147,34.801,39.082,,
C. coccinea (East),Sympatry,Cc135,30.03,-84.99,Liberty,Florida,0.341107529,0.45592449,26.15426295,30.51282869,,
C. coccinea (East),Sympatry,Cc198,30.03,-84.98,Liberty,Florida,0.574620919,0.280241012,37.51226816,42.79529905,,
C. coccinea (East),Sympatry,Cc351,29.9259,-84.4751,Franklin,Florida,0.330010063,0.425518968,42.729,50.136,,
C. coccinea (East),Sympatry,Cc317,29.9686,-82.18903,Bradford,Florida,0.454290263,0.348206804,23.868,26.487,,
C. coccinea (East),Sympatry,Cc319,29.9686,-82.18903,Bradford,Florida,0.409344665,0.397646055,28.123,33.226,,
C. coccinea (East),Sympatry,Cc320,29.9686,-82.18903,Bradford,Florida,0.501441678,0.328964613,34.335,40.142,,
C. coccinea (East),Sympatry,Cc321,29.9686,-82.18903,Bradford,Florida,0.50188614,0.323321911,34.727,40.337,,
C. coccinea (East),Sympatry,Cc30,30.17,-81.71,Clay,Florida,0.393858201,0.362053639,45.96014294,52.35988805,,
C. coccinea (East),Sympatry,Cc31,30.17,-81.71,Clay,Florida,0.342307286,0.457623656,32.90891297,37.72880496,,
C. coccinea (East),Sympatry,Cc137,33.17,-79.56,Charleston,South Carolina,0.499415533,0.355773152,38.32680153,44.04516282,,
C. coccinea (East),Sympatry,Cc475,30.14533,-85.06047,Liberty,Florida,0.416054084,0.385346881,49.109,56.946,,
C. coccinea (East),Sympatry,Cc476,30.14391,-85.06932,Liberty,Florida,0.350222904,0.458103638,41.722,48.299,,
C. coccinea (East),Sympatry,Cc196,29.99,-84.6,Liberty,Florida,0.435869258,0.428502339,40.80729179,46.73194211,,
C. coccinea (East),Sympatry,Cc366,30.1596,-84.9972,Jackson,Florida,0.434623883,0.399750216,31.227,36.569,,
C. coccinea (East),Sympatry,Cc536,33.19,-79.57,Berkeley,South Carolina,0.404093033,0.411854756,37.234,43.313,,
C. coccinea (East),Sympatry,Cc358,30.14537,-85.14267,Gulf,Florida,0.426831713,0.384233738,39.908,46.175,,
C. coccinea (East),Sympatry,Cc241,30.17634,-84.98533,Liberty,Florida,0.39472733,0.391170797,33.61644864,38.4348816,,
C. coccinea (East),Sympatry,Cc242,30.17634,-84.98533,Liberty,Florida,0.299581462,0.519070862,31.99777757,36.72371364,,
C. coccinea (East),Sympatry,Cc446,30.03257,-84.49039,Wakulla,Florida,0.255900979,0.519507551,45.162,50.866,,
C. coccinea (East),Sympatry,Cc449,30.03257,-84.49039,Wakulla,Florida,0.439662987,0.368083329,56.259,65.317,,
C. coccinea (East),Sympatry,Cc450,30.03257,-84.49039,Wakulla,Florida,0.316088742,0.398276826,51.881,59.303,,
C. coccinea (East),Sympatry,Cc451,30.02338,-84.44468,Wakulla,Florida,0.435463659,0.41833751,28.728,33.378,,
C. coccinea (East),Sympatry,Cc533,33.23,-79.63,Berkeley,South Carolina,0.526038896,0.33283088,33.834,38.779,,
C. coccinea (East),Sympatry,Cc535,33.23,-79.63,Berkeley,South Carolina,0.556093624,0.341750259,17.346,19.881,,
C. coccinea (East),Sympatry,Cc445,30.03473,-84.46215,Wakulla,Florida,0.321807831,0.421819449,43.035,50.317,,
C. coccinea (East),Sympatry,Cc448,30.03473,-84.46215,Wakulla,Florida,0.457852156,0.370392118,30.654,36.367,,
C. coccinea (East),Sympatry,Cc974,32.749,-79.9,Charleston,South Carolina,0.361504305,0.451487869,40.763,47.345,,
C. coccinea (East),Sympatry,Cc370,30.002075,-83.185075,Lafayette,Florida,0.321076019,0.449345382,33.531,39.061,,
C. coccinea (East),Sympatry,Cc371,30.002075,-83.185075,Lafayette,Florida,0.436439268,0.361464226,30.05,34.396,,
C. coccinea (East),Sympatry,Cc843,32.776,-79.93,Charleston,South Carolina,0.487011263,0.319086806,26.369,31.015,,
C. coccinea (East),Sympatry,Cc435,30.03731,-83.019838,Suwannee,Florida,0.320370606,0.501848782,23.529,27.404,,
C. coccinea (East),Sympatry,Cc436,30.03731,-83.019838,Suwannee,Florida,0.363134883,0.395905692,24.473,28.069,,
C. coccinea (East),Sympatry,Cc437,30.03731,-83.019838,Suwannee,Florida,0.235335868,0.543498099,39.45,45.739,,
C. coccinea (East),Sympatry,Cc438,30.03731,-83.019838,Suwannee,Florida,0.170415986,0.568095178,23.871,27.672,,
C. coccinea (East),Sympatry,Cc439,30.03731,-83.019838,Suwannee,Florida,0.384679063,0.366148752,15.704,18.191,,
C. coccinea (East),Sympatry,Cc477,30.15666,-84.71281,Liberty,Florida,0.392993864,0.457863548,38.138,43.773,,
C. coccinea (East),Sympatry,Cc200,30.17,-84.72,Liberty,Florida,0.459271616,0.362897747,36.1511999,42.37234897,,
C. coccinea (East),Sympatry,Cc347,30.4051,-81.6499,Duval,Florida,0.434586466,0.420030075,33.25,36.396,,
C. coccinea (East),Sympatry,Cc195,30.18,-84.66,Wakulla,Florida,0.464716527,0.365339438,42.001633,47.95689987,,
C. coccinea (East),Sympatry,Cc344,30.297,-81.9234,Duval,Florida,0.316220068,0.504446978,35.08,41.292,,
C. coccinea (East),Sympatry,Cc345,30.297,-81.9234,Duval,Florida,0.408179303,0.385420596,31.812,37.382,,
C. coccinea (East),Sympatry,Cc346,30.297,-81.9234,Duval,Florida,0.444577013,0.406397364,35.202,41.009,,
C. coccinea (East),Sympatry,Cc764,30.16,-85.66,Bay,Florida,0.464585275,0.29232681,38.628,44.291,,
C. coccinea (East),Sympatry,Cc551,30.23,-84.69,Wakulla,Florida,0.559950737,0.273055156,34.103,39.404,,
C. coccinea (East),Sympatry,Cc348,30.36291,-81.80693,Duval,Florida,0.420904079,0.439316428,45.35,52.551,,
C. coccinea (East),Sympatry,Cc315,30.174945,-85.623249,Bay,Florida,0.446612783,0.392879932,37.612,43.715,,
C. coccinea (East),Sympatry,Cc442,30.106578,-83.889964,Taylor,Florida,0.482747814,0.37597543,31.909,37.123,,
C. coccinea (East),Sympatry,Cc92,30.14,-84.18,Wakulla,Florida,0.36286889,0.453938155,32.60986846,37.45529363,,
C. coccinea (East),Sympatry,Cc447,30.15112,-84.24137,Wakulla,Florida,0.438260478,0.291882605,35.504,41.28,,
C. coccinea (East),Sympatry,Cc368,30.1444,-83.9449,Taylor,Florida,0.266189909,0.51022459,42.789,48.771,,
C. coccinea (East),Sympatry,Cc197,30.35,-84.84,Liberty,Florida,0.487213821,0.345329492,44.27053397,52.07249343,,
C. coccinea (East),Sympatry,Cc555,30.3,-84.71,Wakulla,Florida,0.424004975,0.384680763,48.24,55.869,,
C. coccinea (East),Sympatry,Cc474,30.33527,-84.78326,Liberty,Florida,0.405664072,0.424291379,40.854,46.695,,
C. coccinea (East),Sympatry,Cc194,30.44,-84.97,Liberty,Florida,0.274922677,0.533710322,35.41951546,40.35593814,,
C. coccinea (East),Sympatry,Cc329,30.4259,-85.1416,Calhoun,Florida,0.425837131,0.391004557,25.235,28.858,,
C. coccinea (East),Sympatry,Cc338,30.243865,-82.570534,Columbia,Florida,0.239621243,0.57130341,29.676,35.227,,
C. coccinea (East),Sympatry,Cc339,30.249995,-82.531529,Columbia,Florida,0.199519855,0.607546068,30.824,35.843,,
C. coccinea (East),Sympatry,Cc340,30.249995,-82.531529,Columbia,Florida,0.457220867,0.375288141,44.683,51.068,,
C. coccinea (East),Sympatry,Cc337,30.267262,-82.489493,Columbia,Florida,0.352182482,0.485710973,34.502,40.347,,
C. coccinea (East),Sympatry,Cc874,30.7431433,-81.5560145,Camden,Georgia,0.46756739,0.379418902,15.247,17.722,,
C. coccinea (East),Sympatry,Cc136,30.9,-81.43,Camden,Georgia,0.485102379,0.366281654,35.55769412,40.90055798,,
C. coccinea (East),Sympatry,Cc232,30.52491,-84.96981,Liberty,Florida,0.373131549,0.379777683,35.80457624,41.23612153,,
C. coccinea (East),Sympatry,Cc645,33.63,-79.38,Georgetown,South Carolina,0.46272805,0.360853763,28.064,32.64,,
C. coccinea (East),Sympatry,Cc457,30.43577,-85.44093,Washington,Florida,0.455992532,0.290844776,40.709,47.632,,
C. coccinea (East),Sympatry,Cc1056,31.018765,-81.428553,Glynn,Georgia,0.333659164,0.458083601,38.875,39.873,,
C. coccinea (East),Sympatry,Cc1055,31.051342,-81.410376,Glynn,Georgia,0.473015873,0.363656267,36.54,42.884,,
C. coccinea (East),Sympatry,Cc1054,31.047542,-81.414443,Glynn,Georgia,0.405473169,0.425256077,32.705,37.471,,
C. coccinea (East),Sympatry,Cc539,32.556,-80.3,Charleston,South Carolina,0.448947174,0.369043221,27.07,31.565,,
C. coccinea (East),Sympatry,Cc641,33.08,-80.36,Dorchester,South Carolina,0.463883125,0.386658067,35.662,40.721,,
C. coccinea (East),Sympatry,Cc341,30.353607,-82.588821,Columbia,Florida,0.420135803,0.423584201,28.129,33.285,,
C. coccinea (East),Sympatry,Cc427,30.35798,-87.15933,Santa Rosa,Florida,0.364096356,0.341342274,32.214,37.077,,
C. coccinea (East),Sympatry,Cc540,32.57,-80.32,Charleston,South Carolina,0.424949665,0.384887209,24.337,28.244,,
C. coccinea (East),Sympatry,Cc399,30.734025,-81.72611,Nassau,Florida,0.468304746,0.3912787,44.076,50.821,,
C. coccinea (East),Sympatry,Cc164,30.59019,-84.84406,Liberty,Florida,0.424867223,0.34995012,26.16450599,30.01652197,,
C. coccinea (East),Sympatry,Cc314,30.440507,-82.291189,Baker,Florida,0.446619817,0.390529782,38.563,44.379,,
C. coccinea (East),Sympatry,Cc316,30.427379,-85.671593,Bay,Florida,0.249319611,0.426690024,31.967,36.49,,
C. coccinea (East),Sympatry,Cc369,30.364577,-83.807824,Jefferson,Florida,0.425233367,0.369046911,33.638,39.569,,
C. coccinea (East),Sympatry,Cc380,30.41011,-84.34375,Leon,Florida,0.35022932,0.442860198,42.081,48.427,,
C. coccinea (East),Sympatry,Cc354,30.45659,-84.49822,Gadsden,Florida,0.329598013,0.454687211,37.837,43.977,,
C. coccinea (East),Sympatry,Cc498,33.65,-78.99,Horry,South Carolina,0.559844796,0.309171342,40.463,46.515,,
C. coccinea (East),Sympatry,Cc17,30.4,-86.49,Okaloosa,Florida,0.369484476,0.357125604,29.76706231,34.1348844,,
C. coccinea (East),Sympatry,Cc400,30.42861,-86.6851,Okaloosa,Florida,0.339065461,0.438811626,27.971,31.349,,
C. coccinea (East),Sympatry,Cc10,30.43,-87.22,Santa Rosa,Florida,0.508877355,0.294232681,26.66942823,30.49694967,,
C. coccinea (East),Sympatry,Cc767,30.42466,-86.01369,Walton,Florida,0.447486917,0.34041621,41.085,47.333,,
C. coccinea (East),Sympatry,Cc760,30.44,-84.28,Leon,Florida,0.567360914,0.274772803,38.843,45.41,,
C. coccinea (East),Sympatry,Cc761,30.44,-84.28,Leon,Florida,0.476430866,0.348587163,15.253,17.98,,
C. coccinea (East),Sympatry,Cc38,31.46,-81.25,McIntosh,Georgia,0.239574131,0.57026938,28.01135318,32.34338354,,
C. coccinea (East),Sympatry,Cc654,33.69,-78.86,Horry,South Carolina,0.501198322,0.345596165,16.69,19.082,,
C. coccinea (East),Sympatry,Cc919,33.73,-78.85,Horry,South Carolina,0.392390313,0.429070828,19.738,22.571,,
C. coccinea (East),Sympatry,Cc367,30.73947,-85.18545,Jackson,Florida,0.449097271,0.380825752,35.725,41.869,,
C. coccinea (East),Sympatry,Cc925,33.74,-78.83,Horry,South Carolina,0.417577515,0.342875555,40.347,46.831,,
C. coccinea (East),Sympatry,Cc906,33.74,-78.825,Horry,South Carolina,0.606234953,0.253601012,24.507,28.055,,
C. coccinea (East),Sympatry,Cc18,30.7,-88.05,Mobile,Alabama,0.41027754,0.417179605,25.51728232,29.1117546,,
C. coccinea (East),Sympatry,Cc20,30.7,-88.05,Mobile,Alabama,0.3639599,0.38527318,42.64992578,47.13100453,,
C. coccinea (East),Sympatry,Cc304,30.7,-88.05,Mobile,Alabama,0.554910668,0.31129901,21.29601696,24.26316795,,
C. coccinea (East),Sympatry,Cc798,30.7,-88.05,Mobile,Alabama,0.311739442,0.522118826,13.97,16.312,,
C. coccinea (East),Sympatry,Cc379,30.53802,-84.19525,Leon,Florida,0.521087135,0.339809433,37.677,41.382,,
C. coccinea (East),Sympatry,Cc308,30.7,-87.8,Baldwin,Alabama,0.444198728,0.369069979,33.01,36.836,,
C. coccinea (East),Sympatry,Cc378,30.58048,-84.27729,Leon,Florida,0.345431643,0.522893049,34.137,39.22,,
C. coccinea (East),Sympatry,Cc426,30.573139,-86.843139,Santa Rosa,Florida,0.434173847,0.30926888,31.568,36.844,,
C. coccinea (East),Sympatry,Cc878,31.026,-89.036,Perry,Mississippi,0.437389167,0.421087017,32.143,35.841,,
C. coccinea (East),Sympatry,Cc852,30.72,-88.764,Jackson,Mississippi,0.398380321,0.342384479,23.091,25.689,,
C. coccinea (East),Sympatry,Cc300,32.44,-80.63,Beaufort,South Carolina,0.386339376,0.458313243,14.41248121,16.51924366,,
C. coccinea (East),Sympatry,Cc301,32.44,-80.63,Beaufort,South Carolina,0.272024671,0.523146662,13.04540866,15.15200751,,
C. coccinea (East),Sympatry,Cc816,31,-89.452,Lamar,Mississippi,0.570302274,0.296094487,32.851,38.47,,
C. coccinea (East),Sympatry,Cc383,30.579591,-83.35254,Madison,Florida,0.5403631,0.321229986,14.927,17.524,,
C. coccinea (East),Sympatry,Cc199,30.62,-86.86,Santa Rosa,Florida,0.303147808,0.494376183,37.01131166,42.57006396,,
C. coccinea (East),Sympatry,Cc47,30.61,-86.16,Walton,Florida,0.237963259,0.500567595,33.7642463,38.92728387,,
C. coccinea (East),Sympatry,Cc819,30.77,-88.91,Stone,Mississippi,0.417881881,0.415056507,43.888,50.148,,
C. coccinea (East),Sympatry,Cc1041,31.8841,-80.968926,Chatham,Georgia,0.52609729,0.339502456,31.555,36.315,,
C. coccinea (East),Sympatry,Cc1091,31.8841,-80.968926,Chatham,Georgia,0.546420355,0.299634592,29.556,34.655,,
C. coccinea (East),Sympatry,Cc900,31.8,-81.09,Chatham,Georgia,0.462046758,0.35051823,29.813,35.048,,
C. coccinea (East),Sympatry,Cc928,31.8,-81.09,Chatham,Georgia,0.499119691,0.373930502,32.375,37.605,,
C. coccinea (East),Sympatry,Cc382,30.608334,-83.347177,Madison,Florida,0.458735391,0.325921486,16.685,19.63,,
C. coccinea (East),Sympatry,Cc402,30.6601,-86.6986,Okaloosa,Florida,0.360078947,0.369157895,38,43.992,,
C. coccinea (East),Sympatry,Cc376,30.66069,-84.24922,Leon,Florida,0.304975566,0.551151869,31.514,35.952,,
C. coccinea (East),Sympatry,Cc377,30.66069,-84.24922,Leon,Florida,0.538466507,0.326077127,30.962,35.417,,
C. coccinea (East),Sympatry,Cc385,30.62402,-83.493231,Madison,Florida,0.48330642,0.40232619,45.826,53.99,,
C. coccinea (East),Sympatry,Cc897,31.71,-81.27,Liberty,Georgia,0.312878511,0.393287121,13.705,15.892,,
C. coccinea (East),Sympatry,Cc898,31.71,-81.27,Liberty,Georgia,0.551392105,0.301716835,35.414,41.114,,
C. coccinea (East),Sympatry,Cc901,31.71,-81.27,Liberty,Georgia,0.499481865,0.33157821,35.705,41.82,,
C. coccinea (East),Sympatry,Cc902,31.71,-81.27,Liberty,Georgia,0.381374969,0.374497352,36.059,41.869,,
C. coccinea (East),Sympatry,Cc903,31.71,-81.27,Liberty,Georgia,0.40887683,0.429942664,39.068,45.797,,
C. coccinea (East),Sympatry,Cc905,31.71,-81.27,Liberty,Georgia,0.566231233,0.275416716,33.836,40.104,,
C. coccinea (East),Sympatry,Cc926,31.71,-81.27,Liberty,Georgia,0.388895289,0.427293323,26.043,30.523,,
C. coccinea (East),Sympatry,Cc927,31.71,-81.27,Liberty,Georgia,0.426498195,0.390685921,27.7,32.774,,
C. coccinea (East),Sympatry,Cc930,31.71,-81.27,Liberty,Georgia,0.537063514,0.31531482,36.37,41.927,,
C. coccinea (East),Sympatry,Cc932,31.71,-81.27,Liberty,Georgia,0.378340276,0.395161807,31.21,36.58,,
C. coccinea (East),Sympatry,Cc933,31.71,-81.27,Liberty,Georgia,0.468218008,0.40271215,30.898,36.309,,
C. coccinea (East),Sympatry,Cc934,31.71,-81.27,Liberty,Georgia,0.539880504,0.298654214,34.478,39.617,,
C. coccinea (East),Sympatry,Cc935,31.71,-81.27,Liberty,Georgia,0.477435918,0.374824502,24.929,28.731,,
C. coccinea (East),Sympatry,Cc931,31.72,-81.26,Liberty,Georgia,0.440642476,0.401853885,39.161,44.617,,
C. coccinea (East),Sympatry,Cc384,30.639906,-83.500233,Madison,Florida,0.444769509,0.394161029,49.221,55.571,,
C. coccinea (East),Sympatry,Cc976,31.149,-89.026,Perry,Mississippi,0.495325858,0.302986566,45.035,51.419,,
C. coccinea (East),Sympatry,Cc1075,31.533777,-81.714722,Wayne,Georgia,0.396335385,0.440750799,29.089,33.362,,
C. coccinea (East),Sympatry,Cc880,30.788,-89.144,Stone,Mississippi,0.451112924,0.385456241,42.905,50.045,,
C. coccinea (East),Sympatry,Cc1089,31.99132,-80.983066,Chatham,Georgia,0.571565084,0.297394989,48.138,54.84,,
C. coccinea (East),Sympatry,Cc1079,32.003106,-80.973796,Chatham,Georgia,0.505919553,0.285241562,13.599,15.944,,
C. coccinea (East),Sympatry,Cc1120,31.983525,-80.993668,Chatham,Georgia,0.442218125,0.358965651,20.612,23.507,,
C. coccinea (East),Sympatry,Cc1070,30.703264,-83.126595,Echols,Georgia,0.315749118,0.468333078,39.126,46.113,,
C. coccinea (East),Sympatry,Cc452,30.7072,-86.1641,Walton,Florida,0.502638126,0.290221165,36.579,41.834,,
C. coccinea (East),Sympatry,Cc1100,32.017198,-80.971571,Chatham,Georgia,0.615803642,0.264259699,31.575,37.598,,
C. coccinea (East),Sympatry,Cc1131,31.767999,-81.284288,Liberty,Georgia,0.426559259,0.41314939,20.731,23.741,,
C. coccinea (East),Sympatry,Cc456,30.71542,-86.20041,Walton,Florida,0.407694548,0.372461236,27.474,32.062,,
C. coccinea (East),Sympatry,Cc881,31.19,-89.14,Perry,Mississippi,0.477220804,0.313219549,44.646,50.011,,
C. coccinea (East),Sympatry,Cc1149,31.805289,-81.24725,Bryan,Georgia,0.541045062,0.286741642,26.142,30.232,,
C. coccinea (East),Sympatry,Cc823,31.169,-88.92,Perry,Mississippi,0.402935866,0.417641364,38.217,43.392,,
C. coccinea (East),Sympatry,Cc1072,30.76314,-82.464591,Clinch,Georgia,0.515579627,0.298041023,43.39,50.938,,
C. coccinea (East),Sympatry,Cc882,31.198,-89.17,Forrest,Mississippi,0.476854802,0.331326757,45.517,53.225,,
C. coccinea (East),Sympatry,Cc1066,30.777164,-82.417631,Ware,Georgia,0.361248914,0.410017097,35.679,40.189,,
C. coccinea (East),Sympatry,Cc1050,31.929022,-81.087509,Chatham,Georgia,0.537374041,0.339449541,13.298,15.493,,
C. coccinea (East),Sympatry,Cc1040,32.236936,-80.856749,Beaufort,South Carolina,0.430593968,0.395199526,30.372,34.952,,
C. coccinea (East),Sympatry,Cc1045,32.028382,-81.001409,Chatham,Georgia,0.525143187,0.308549209,19.031,21.855,,
C. coccinea (East),Sympatry,Cc303,32.24,-80.86,Beaufort,South Carolina,0.600229631,0.243723066,28.6917858,33.22484421,,
C. coccinea (East),Sympatry,Cc762,30.75,-86.59,Okaloosa,Florida,0.380419143,0.411323115,31.97,37.495,,
C. coccinea (East),Sympatry,Cc766,30.75,-86.59,Okaloosa,Florida,0.407943139,0.363426648,32.078,36.784,,
C. coccinea (East),Sympatry,Cc921,30.74,-82.92,Echols,Georgia,0.51886026,0.338498143,34.464,39.467,,
C. coccinea (East),Sympatry,Cc454,30.7467,-86.3118,Walton,Florida,0.266028272,0.45371637,21.93,25.303,,
