Catalog #,Species,Personal ID,Latitude,Longitude,County,State,Prop of dorsum red,Prop of dorsum black,SVL (cm),TL (cm)
6020,C. coccinea (East),Cc1126,32.002821,-81.664644,Liberty,Georgia,0.448723628,0.352151282,36.118,41.437
173585,C. coccinea (East),Cc163,32.493095,-81.188592,Jasper,South Carolina,0.545693367,0.306056712,29.69312432,34.10267027
5919,C. coccinea (East),Cc1024,32.498286,-81.197955,Jasper,South Carolina,0.391998903,0.357306914,29.171,34.159
5962,C. coccinea (East),Cc1023,32.498178,-81.198398,Jasper,South Carolina,0.428893027,0.437897779,35.981,39.695
46372,C. coccinea (East),Cc490,34.09,-78.21,Brunswick,North Carolina,0.499652999,0.347278128,36.023,41.651
330021,C. coccinea (East),Cc835,32.238,-81.336,Effingham,Georgia,0.508499605,0.341357876,29.119,33.449
12612,C. coccinea (East),Cc1074,31.989603,-81.76622778,Liberty,Georgia,0.489551689,0.332596889,10.863,12.89
17600,C. coccinea (East),Cc693,31.31762,-88.18093,Washington,Alabama,0.583094928,0.261573472,46.14,52.539
41284,C. coccinea (East),Cc483,34.78,-79.387,Scotland,North Carolina,0.375815777,0.356907119,40.299,46.285
7697,C. coccinea (East),Cc1020,31.279611,-84.480956,Baker,Georgia,0.576679575,0.220204069,32.538,37.077
6038,C. coccinea (East),Cc1137,32.005899,-81.769257,Liberty,Georgia,0.221443846,0.57672738,13.561,15.704
46378,C. coccinea (East),Cc494,34.01,-78.04,Brunswick,North Carolina,0.430303583,0.436092625,21.938,25.288
5970,C. coccinea (East),Cc1134,32.053685,-81.657354,Liberty,Georgia,0.466239281,0.336191824,24.022,27.025
2189,C. coccinea (East),Cc858,31.55147,-90.11236,Lawrence,Mississippi,0.444074796,0.36583687,43.585,48.762
5981,C. coccinea (East),Cc1153,32.071096,-81.640655,Bryan,Georgia,0.360086112,0.450277599,26.477,30.729
6040,C. coccinea (East),Cc1067,31.207899,-82.455951,Ware,Georgia,0.404923952,0.347718569,45.695,52.911
14138,C. coccinea (East),Cc964,30.48,-89.98,Saint Tammany,Louisiana,0.475824843,0.348452832,47.797,53.504
6029,C. coccinea (East),Cc1060,31.180816,-83.685425,Colquitt,Georgia,0.587895605,0.310059497,40.002,42.892
2488,C. coccinea (East),Cc854,31.58,-88.78,Wayne,Mississippi,0.436017611,0.406334328,14.082,16.422
2486,C. coccinea (East),Cc856,31.58,-88.78,Wayne,Mississippi,0.547222222,0.339342404,17.64,19.965
9805,C. coccinea (East),Cc877,31.438,-90.59,Lincoln,Mississippi,0.417376418,0.383222769,23.365,27.128
75949,C. coccinea (East),Cc972,33.24,-81.51,Barnwell,South Carolina,0.505180481,0.299131016,29.92,34.502
73203,C. coccinea (East),Cc596,34.86,-79.33,Hoke,North Carolina,0.464523443,0.340028486,34.403,39.491
50063,C. coccinea (East),Cc640,32.57,-81.27,Jasper,South Carolina,0.529259502,0.321330275,30.52,35.591
5986,C. coccinea (East),Cc1150,32.11643,-81.624173,Bryan,Georgia,0.468898386,0.364401031,29.484,33.786
7955,C. coccinea (East),Cc624,34.807,-79.548,Scotland,North Carolina,0.47945687,0.330008349,22.757,26.098
30111,C. coccinea (East),Cc738,31.17256,-86.57857,Covington,Alabama,0.530794284,0.307796133,34.081,39.196
22014,C. coccinea (East),Cc549,34.02,-77.91,New Hanover,North Carolina,0.507290597,0.325187032,34.085,39.406
34828,C. coccinea (East),Cc511,34.04,-77.91,New Hanover,North Carolina,0.492084006,0.295226906,34.045,37.036
34829,C. coccinea (East),Cc512,34.04,-77.91,New Hanover,North Carolina,0.408483172,0.39658829,32.535,37.47
18041,C. coccinea (East),Cc584,34.04,-77.91,New Hanover,North Carolina,0.353938266,0.3954448,24.719,28.413
26498,C. coccinea (East),Cc537,34.04,-77.89,New Hanover,North Carolina,0.320930233,0.443366044,37.195,42.948
10556,C. coccinea (East),Cc605,34.04,-77.89,New Hanover,North Carolina,0.457684273,0.373440764,33.51,38.53
13868,C. coccinea (East),Cc611,34.04,-77.89,New Hanover,North Carolina,0.483872029,0.305147785,30.382,35.017
10717,C. coccinea (East),Cc608,34.07,-77.96,Brunswick,North Carolina,0.443641618,0.370390672,20.068,23.448
SS15-5,C. coccinea (East),Cc1161,34.04822,-77.91022,New Hanover,North Carolina,0.406791146,0.333496461,26.564,30.577
75948,C. coccinea (East),Cc973,33.34,-81.64,Aiken,South Carolina,0.539430827,0.265964797,30.395,34.811
197235,C. coccinea (East),Cc155,33.27,-81.64,Barnwell,South Carolina,0.47030129,0.311600992,36.7206116,42.24811951
80995,C. coccinea (East),Cc963,30.53,-90.17,Saint Tammany,Louisiana,0.57698371,0.272201787,49.478,54.888
1735,C. coccinea (East),Cc646,34.15,-78.02,Brunswick,North Carolina,0.550228121,0.311323102,24.11,27.835
54191,C. coccinea (East),Cc644,33.32,-81.7,Aiken,South Carolina,0.426395939,0.397476228,27.974,32.467
68445,C. coccinea (East),Cc1012,34.9133,-79.436,Scotland,North Carolina,0.462257488,0.33135308,24.071,27.23
52251,C. coccinea (East),Cc986,34.9283,-79.3961,Scotland,North Carolina,0.410973398,0.37617896,33.08,38.511
6009,C. coccinea (East),Cc1057,32.143641,-84.687433,Stewart,Georgia,0.338847426,0.443217666,25.994,30.329
42931,C. coccinea (East),Cc484,34.935,-79.4,Scotland,North Carolina,0.404253808,0.377623123,28.163,31.874
17341,C. coccinea (East),Cc585,34.1,-77.898,New Hanover,North Carolina,0.48388761,0.328557822,25.198,29.491
73447,C. coccinea (East),Cc1002,34.8587,-79.7055,Richmond,North Carolina,0.599518362,0.241782059,16.61,19.348
37026,C. coccinea (East),Cc961,30.357,-90.069,Saint Tammany,Louisiana,0.35779007,0.410628839,29.467,34.487
31191,C. coccinea (East),Cc1016,34.9539,-79.3966,Scotland,North Carolina,0.562143389,0.301331349,24.186,28.238
267079,C. coccinea (East),Cc831,33.27,-81.74,Aiken,South Carolina,0.431981037,0.349263003,36.703,42.826
703,C. coccinea (East),Cc1019,34.938338,-79.468877,Scotland,North Carolina,0.54536556,0.319817785,25.562,31.179
5916,C. coccinea (East),Cc1022,34.151297,-77.941585,New Hanover,North Carolina,0.386325737,0.341183699,34.181,39.579
26688,C. coccinea (East),Cc758,31.44,-84.38,Dougherty,Georgia,0.369228734,0.469704987,30.236,34.662
45082,C. coccinea (East),Cc486,34.88,-79.096,Robeson,North Carolina,0.421582426,0.372169869,32.684,36.718
46360,C. coccinea (East),Cc496,33.68,-81.36,Aiken,South Carolina,0.478150311,0.330005651,31.854,35.779
44806,C. coccinea (East),Cc487,34.957,-79.44,Scotland,North Carolina,0.39870102,0.369198248,32.641,37.861
5990,C. coccinea (East),Cc1039,32.035191,-82.379507,Toombs,Georgia,0.499864966,0.337554389,33.325,38.654
77275,C. coccinea (East),Cc510,34.936,-79.535,Scotland,North Carolina,0.431273505,0.359265541,27.122,31.334
26702,C. coccinea (East),Cc755,31.46,-84.38,Dougherty,Georgia,0.470506944,0.378994203,29.668,34.596
39529,C. coccinea (East),Cc705,31.29,-86.5,Covington,Alabama,0.346891432,0.452108465,38.796,45.85
4050,C. coccinea (East),Cc188,31.46,-85.64,Dale,Alabama,0.480042445,0.349499988,22.23487342,25.95379747
16104,C. coccinea (East),Cc588,34.15,-77.9,New Hanover,North Carolina,0.535482978,0.33418212,36.13,40.514
5995,C. coccinea (East),Cc1053,32.303988,-81.591116,Bulloch,Georgia,0.341951769,0.482075246,29.317,33.619
12781,C. coccinea (East),Cc479,34.19,-77.94,New Hanover,North Carolina,0.339036145,0.454216867,12.45,14.536
12706,C. coccinea (East),Cc599,34.19,-77.94,New Hanover,North Carolina,0.447699955,0.376186844,38.021,43.656
59646,C. coccinea (East),Cc643,34.997,-79.42,Scotland,North Carolina,0.456973826,0.329150233,33.468,39.216
31658,C. coccinea (East),Cc517,35.165,-79.16,Hoke,North Carolina,0.439755064,0.378677971,31.845,36.797
23155,C. coccinea (East),Cc1014,35.0308,-79.3528,Hoke,North Carolina,0.403420573,0.382867564,20.289,23.419
65701,C. coccinea (East),Cc629,34.965,-79.53,Scotland,North Carolina,0.367605991,0.426612991,27.573,31.323
46362,C. coccinea (East),Cc497,34.47,-80.25,Chesterfield,South Carolina,0.347162351,0.43486857,30.853,35.837
2458,C. coccinea (East),Cc698,32.85923,-86.89089,Bibb,Alabama,0.550675211,0.296652823,36.359,40.95
19855,C. coccinea (East),Cc568,34.23,-77.94,New Hanover,North Carolina,0.47039749,0.312238494,28.68,33.174
18075,C. coccinea (East),Cc582,34.23,-77.94,New Hanover,North Carolina,0.492349059,0.344096798,40.91,45.86
23377,C. coccinea (East),Cc692,31.48816,-87.90848,Washington,Alabama,0.451926064,0.410453557,12.876,14.546
23378,C. coccinea (East),Cc699,31.48816,-87.90848,Washington,Alabama,0.479734649,0.358547043,12.361,14.135
16878,C. coccinea (East),Cc587,34.96,-79.61,Richmond,North Carolina,0.457627941,0.343293718,20.615,24.055
24104,C. coccinea (East),Cc552,35.05,-79.368,Hoke,North Carolina,0.414615145,0.370052976,25.672,29.637
28725,C. coccinea (East),Cc527,35.2,-79.11,Harnett,North Carolina,0.390967486,0.426494934,30.202,34.835
65872,C. coccinea (East),Cc993,34.995,-79.5356,Scotland,North Carolina,0.357146612,0.379067445,19.023,22.31
23236,C. coccinea (East),Cc548,35.057,-79.374,Hoke,North Carolina,0.488479606,0.347811498,26.822,31.072
23152,C. coccinea (East),Cc553,35.057,-79.374,Hoke,North Carolina,0.458173446,0.336113984,29.969,34.228
23352,C. coccinea (East),Cc665,35.057,-79.374,Hoke,North Carolina,0.507401755,0.343342236,26.21,30.699
25939,C. coccinea (East),Cc130,34.89,-79.83,Richmond,North Carolina,0.47322233,0.294081459,26.75287324,31.74560563
39240,C. coccinea (East),Cc482,35.044,-79.41,Hoke,North Carolina,0.313609976,0.454697914,23.255,27.217
2452,C. coccinea (East),Cc694,32.89214,-86.90952,Bibb,Alabama,0.364668313,0.470722413,37.264,43.131
20991,C. coccinea (East),Cc566,34.46,-78.275,Bladen,North Carolina,0.358101308,0.443274069,29.81,35.387
10550,C. coccinea (East),Cc756,32.35,-84.52,Marion,Georgia,0.433812806,0.266264406,34.969,39.768
2456,C. coccinea (East),Cc697,32.89967,-86.91003,Bibb,Alabama,0.470059185,0.313508182,34.468,40.151
21033,C. coccinea (East),Cc572,35.068,-79.4,Hoke,North Carolina,0.537730776,0.291270837,22.316,25.823
29366,C. coccinea (East),Cc523,34.98,-79.67,Richmond,North Carolina,0.444339658,0.317892037,26.509,30.36
28583,C. coccinea (East),Cc531,34.99,-79.645,Richmond,North Carolina,0.457575406,0.309697602,25.893,30.934
64465,C. coccinea (East),Cc632,34.54,-80.12,Chesterfield,South Carolina,0.410664849,0.371608672,23.479,26.745
62100,C. coccinea (East),Cc987,35,-79.6403,Richmond,North Carolina,0.530790787,0.293281389,14.631,17.226
72206,C. coccinea (East),Cc811,31.87,-90.135,Copiah,Mississippi,0.388647379,0.397216809,40.026,45.378
46374,C. coccinea (East),Cc507,34.57,-80.06,Chesterfield,South Carolina,0.362204386,0.456800721,23.299,27.398
9552,C. coccinea (East),Cc795,33.82,-81.38,Lexington,South Carolina,0.481104046,0.351872935,36.013,41.246
18775,C. coccinea (East),Cc581,34.53,-78.43,Bladen,North Carolina,0.374885696,0.421587198,30.62,35.22
28755,C. coccinea (East),Cc528,35,-79.68,Richmond,North Carolina,0.529419108,0.309503995,24.032,27.73
73448,C. coccinea (East),Cc1009,35.0303,-79.5848,Richmond,North Carolina,0.37407146,0.339114652,29.751,34.552
20003,C. coccinea (East),Cc746,31.39047,-86.47307,Covington,Alabama,0.3648895,0.440048614,31.267,36.151
28584,C. coccinea (East),Cc1015,35.0112,-79.6678,Richmond,North Carolina,0.457438981,0.321742747,31.261,36.412
68882,C. coccinea (East),Cc782,31.4,-86.485,Covington,Alabama,0.337833264,0.45726319,26.593,30.514
26263,C. coccinea (East),Cc1013,35.0431,-79.5844,Richmond,North Carolina,0.305793559,0.448953829,37.231,43.032
73636,C. coccinea (East),Cc1004,35.0561,-79.5408,Richmond,North Carolina,0.380983823,0.377755768,27.261,31.126
62426,C. coccinea (East),Cc983,35.1369,-79.3701,Moore,North Carolina,0.483464671,0.325595964,30.329,32.796
62427,C. coccinea (East),Cc985,35.1369,-79.3701,Moore,North Carolina,0.445594657,0.337349088,38.93,44.793
62424,C. coccinea (East),Cc999,35.1369,-79.3701,Moore,North Carolina,0.373659917,0.396925253,26.864,31.021
92952,C. coccinea (East),Cc97,35.02,-79.68,Richmond,North Carolina,0.369802642,0.437106401,31.52788091,37.12883696
12829,C. coccinea (East),Cc607,35.17,-78.99,Cumberland,North Carolina,0.39629228,0.41669491,29.506,33.088
75950,C. coccinea (East),Cc977,32.431,-84.886,Muscogee,Georgia,0.379047909,0.426309981,26.279,29.961
20144,C. coccinea (East),Cc569,35.26,-79.19,Harnett,North Carolina,0.371992083,0.417861731,28.799,31.257
SS16-3,C. coccinea (East),Cc1166,34.50877,-78.24098,Pender,North Carolina,0.53066141,0.272594539,27.396,31.732
73440,C. coccinea (East),Cc1006,35.0666,-79.5502,Moore,North Carolina,0.416965533,0.347200725,26.489,31.046
6011,C. coccinea (East),Cc1058,32.244162,-84.893174,Chattahoochee,Georgia,0.366509535,0.393936147,28.002,32.483
6743,C. coccinea (East),Cc1018,35.030079,-79.697189,Richmond,North Carolina,0.444001937,0.3208654,18.581,21.104
11471,C. coccinea (East),Cc602,34.4,-78.06,Pender ,North Carolina,0.482366247,0.341090585,29.177,33.063
29802,C. coccinea (East),Cc522,35.068,-79.57,Moore,North Carolina,0.497074394,0.313612582,32.301,37.352
29801,C. coccinea (East),Cc529,35.068,-79.57,Moore,North Carolina,0.521413206,0.275992439,30.682,35.128
70924,C. coccinea (East),Cc589,35.17,-79.367,Moore,North Carolina,0.375823685,0.421838353,26.861,31.349
46361,C. coccinea (East),Cc506,35.124,-79.428,Moore,North Carolina,0.478451577,0.352746641,28.726,33.963
45220,C. coccinea (East),Cc205,34.28,-77.84,New Haven,North Carolina,0.302865252,0.438224086,26.57991283,31.76990475
88544,C. coccinea (East),Cc307,32.855,-87.47,Hale,Alabama,0.492995896,0.31004104,36.55,41.66
64468,C. coccinea (East),Cc638,34.594,-78.484,Bladen,North Carolina,0.38608768,0.390437644,26.437,31.394
71329,C. coccinea (East),Cc1008,35.089,-79.5255,Moore,North Carolina,0.495665998,0.276884061,26.419,30.87
66633,C. coccinea (East),Cc593,35.17,-79.38,Moore,North Carolina,0.503400376,0.286355086,20.733,24.528
62425,C. coccinea (East),Cc997,35.1994,-79.3471,Moore,North Carolina,0.485569338,0.33600396,32.327,37.997
67211,C. coccinea (East),Cc1010,35.049,-79.6783,Richmond,North Carolina,0.410841356,0.337344775,28.668,33.243
14720,C. coccinea (East),Cc601,35.17,-79.39,Moore,North Carolina,0.51742968,0.327952742,29.117,33.391
21030,C. coccinea (East),Cc1017,35.0788,-79.59,Richmond,North Carolina,0.397751308,0.358677502,35.932,41.159
68532,C. coccinea (East),Cc590,35.097,-79.53,Moore,North Carolina,0.465036049,0.34766261,25.798,29.754
73637,C. coccinea (East),Cc1003,35.087,-79.5641,Moore,North Carolina,0.54747754,0.299378023,28.94,33.247
73352,C. coccinea (East),Cc1005,35.0542,-79.6816,Richmond,North Carolina,0.363925177,0.426560403,36.513,42.249
74032,C. coccinea (East),Cc598,35.09,-79.56,Moore,North Carolina,0.473533111,0.337944988,36.574,41.425
39552,C. coccinea (East),Cc481,34.928,-79.938,Scotland,North Carolina,0.480002923,0.316738114,41.056,47.222
7879,C. coccinea (East),Cc1073,32.359437,-81.778897,Bulloch,Georgia,0.368529625,0.334912328,26.177,29.326
65004,C. coccinea (East),Cc995,35.0853,-79.5812,Moore,North Carolina,0.380493662,0.414676451,37.475,42.406
65960,C. coccinea (East),Cc991,35.0907,-79.564,Moore,North Carolina,0.40740351,0.372201321,38.009,43.918
65714,C. coccinea (East),Cc630,35.08,-79.6,Richmond,North Carolina,0.530115305,0.27776982,27.926,31.768
20789,C. coccinea (East),Cc567,34.97,-78.92,Cumberland,North Carolina,0.491396229,0.318780398,35.159,41.043
3323,C. coccinea (East),Cc695,32.98147,-86.90969,Bibb,Alabama,0.343335544,0.371618037,30.16,34.939
99045,C. coccinea (East),Cc908,33.34,-81.97,Richmond,Georgia,0.351735104,0.456901361,35.848,41.095
21848,C. coccinea (East),Cc561,34.55,-78.255,Bladen,North Carolina,0.553811045,0.283797353,10.955,12.118
21536,C. coccinea (East),Cc564,34.55,-78.255,Bladen,North Carolina,0.519579565,0.298215595,40.91,46.571
25000,C. coccinea (East),Cc547,34.545,-78.234,Sampson,North Carolina,0.485727799,0.306560205,35.944,41.368
SS16-13,C. coccinea (East),Cc1176,34.554834,-78.26004,Bladen,North Carolina,0.389077031,0.437993872,18.603,22.738
SS16-8,C. coccinea (East),Cc1171,34.552552,-78.252597,Pender,North Carolina,0.40673913,0.385869565,13.8,16.003
29953,C. coccinea (East),Cc526,35.06,-79.7,Richmond,North Carolina,0.388247601,0.439795109,27.722,32.537
64466,C. coccinea (East),Cc633,34.6,-80.26,Chesterfield,South Carolina,0.313786754,0.42543101,35.846,40.373
62614,C. coccinea (East),Cc988,35.0587,-79.7174,Richmond,North Carolina,0.436191173,0.330049538,35.528,41.013
28545,C. coccinea (East),Cc532,35.07,-79.69,Richmond,North Carolina,0.5274178,0.289091785,37.348,43.063
SS16-7,C. coccinea (East),Cc1170,34.58,-78.32416,Bladen ,North Carolina,0.453703049,0.351984155,28.274,32.819
71486,C. coccinea (East),Cc592,35.116,-79.54,Moore,North Carolina,0.484612421,0.313572743,23.363,26.825
17776,C. coccinea (East),Cc583,34.56,-78.24,Sampson,North Carolina,0.326156616,0.440360036,27.775,32.55
SS15-4,C. coccinea (East),Cc1160,34.56276,-78.24667,Pender,North Carolina,0.366062201,0.340364559,42.572,47.592
73575,C. coccinea (East),Cc597,35.12,-79.54,Moore,North Carolina,0.410894819,0.335824176,31.85,37.404
65957,C. coccinea (East),Cc628,35.08,-79.68,Richmond,North Carolina,0.487026898,0.336960588,29.407,33.116
29957,C. coccinea (East),Cc530,35.065,-79.74,Richmond,North Carolina,0.397241584,0.340560581,33.715,38.655
64464,C. coccinea (East),Cc636,34.615,-80.35,Chesterfield,South Carolina,0.508494113,0.305458737,36.437,41.406
SS16-2,C. coccinea (East),Cc1165,34.59085,-78.3298,Bladen ,North Carolina,0.437746244,0.329735097,31.219,36.643
62428,C. coccinea (East),Cc994,35.1586,-79.46,Moore,North Carolina,0.507319788,0.335263011,17.965,20.901
23779,C. coccinea (East),Cc557,34.59,-78.32,Bladen,North Carolina,0.572210545,0.277544228,22.836,26.206
SS15-2,C. coccinea (East),Cc1158,34.57092,-78.24316,Sampson,North Carolina,0.424380552,0.367782842,34.224,38.973
71149,C. coccinea (East),Cc1000,35.1223,-79.5637,Moore,North Carolina,0.453620925,0.350427066,30.089,34.644
5985,C. coccinea (East),Cc1037,32.602724,-81.513171,Screven,Georgia,0.433483093,0.350957673,42.29,47.652
SS16-6,C. coccinea (East),Cc1169,34.59692,-78.33709,Bladen ,North Carolina,0.51818536,0.319509863,28.237,32.868
51-505,C. coccinea (East),Cc13,33.31,-87.47,Tuscaloosa,Alabama,0.433945613,0.374321036,12.17518943,14.14926211
51-359,C. coccinea (East),Cc15,33.21,-87.57,Tuscaloosa,Alabama,0.433419911,0.379596727,37.45864615,42.85206154
67-37,C. coccinea (East),Cc19,33.19,-87.45,Tuscaloosa,Alabama,0.311523748,0.521553036,29.71782707,33.81487903
65-3809,C. coccinea (East),Cc23,33.23,-87.58,Tuscaloosa,Alabama,0.489513005,0.341743857,30.79695774,34.26910184
23263,C. coccinea (East),Cc478,35.18,-79.44,Moore,North Carolina,0.444768918,0.377094972,15.752,17.91
46358,C. coccinea (East),Cc502,35.05,-78.88,Cumberland,North Carolina,0.55090574,0.291185328,22.247,25.725
25085,C. coccinea (East),Cc545,34.64,-78.48,Bladen,North Carolina,0.51353253,0.281251466,21.319,25.082
22599,C. coccinea (East),Cc556,34.834,-78.81,Bladen,North Carolina,0.486876814,0.315549987,30.328,34.762
21539,C. coccinea (East),Cc562,34.57,-78.22,Sampson,North Carolina,0.453608713,0.356939486,22.127,26.33
71484,C. coccinea (East),Cc595,34.96,-79.93,Anson,North Carolina,0.480669421,0.283868234,28.323,32.736
15941,C. coccinea (East),Cc600,35.05,-78.88,Cumberland,North Carolina,0.440342536,0.350412418,34.916,40.145
15947,C. coccinea (East),Cc609,35.23,-78.75,Cumberland,North Carolina,0.510837781,0.292364818,21.545,24.426
7871,C. coccinea (East),Cc617,34.64,-78.48,Bladen,North Carolina,0.569152076,0.260935143,30.498,34.987
64787,C. coccinea (East),Cc635,35.29,-78.855,Harnett,North Carolina,0.541657276,0.289685223,26.622,31.042
2451,C. coccinea (East),Cc689,33.21025,-86.86308,Shelby,Alabama,0.411315583,0.369518403,30.648,35.655
2460,C. coccinea (East),Cc690,33.03796,-86.90958,Shelby,Alabama,0.422106825,0.385866579,36.396,41.812
2454,C. coccinea (East),Cc696,33.13652,-86.97813,Bibb,Alabama,0.534810731,0.339346634,36.641,42.603
2457,C. coccinea (East),Cc700,33.0574,-87.0238,Bibb,Alabama,0.448067674,0.370399427,29.317,34.321
22849,C. coccinea (East),Cc718,33.05596,-86.81038,Chilton,Alabama,0.463366971,0.384462598,31.215,34.487
13581,C. coccinea (East),Cc748,32.92566,-86.05065,Tallapoosa,Alabama,0.482306236,0.292354611,38.036,43.216
9544,C. coccinea (East),Cc785,33.9,-81.49,Lexington,South Carolina,0.502785983,0.282961869,29.792,34.415
9540,C. coccinea (East),Cc794,33.92,-81.51,Lexington,South Carolina,0.505607382,0.298622571,29.693,34.548
91398,C. coccinea (East),Cc826,33.9,-81.496,Lexington,South Carolina,0.450456763,0.301671338,38.532,44.776
3564,C. coccinea (East),Cc879,31.875,-90.623,Copiah,Mississippi,0.476493551,0.321028513,11.784,13.467
71155,C. coccinea (East),Cc1007,35.1394,-79.5369,Moore,North Carolina,0.42620716,0.355727022,36.677,41.505
67779,C. coccinea (East),Cc1011,35.1355,-79.5604,Moore,North Carolina,0.458896275,0.389766579,32.345,37.342
4755,C. coccinea (East),Cc193,32.3629,-84.9651,Chattahoochee,Georgia,0.384128217,0.381844462,33.46681504,37.89110071
30023,C. coccinea (East),Cc519,35.082,-79.76,Richmond,North Carolina,0.490005105,0.315359541,25.463,29.567
4754,C. coccinea (East),Cc184,32.36,-84.97,Chattahoochee,Georgia,0.346542127,0.447335507,38.14382434,44.1810308
65965,C. coccinea (East),Cc992,35.1415,-79.6108,Richmond,North Carolina,0.525322713,0.294862017,35.403,40.655
26619,C. coccinea (East),Cc538,35.13,-79.66,Richmond,North Carolina,0.385443611,0.331964563,30.928,36.201
SS16-12,C. coccinea (East),Cc1175,34.611618,-78.243843,Sampson,North Carolina,0.452684242,0.33903417,28.183,32.505
NCSM 84773,C. coccinea (East),Cc1157,34.61752,-78.26145,Sampson,North Carolina,0.501933957,0.330966401,34.644,39.556
73375,C. coccinea (East),Cc1001,35.1326,-79.6628,Richmond,North Carolina,0.537696949,0.283172013,23.039,25.213
12628,C. coccinea (East),Cc604,34.77,-78.68,Bladen,North Carolina,0.513874048,0.34573093,29.011,31.91
99046,C. coccinea (East),Cc938,33.35,-82.05,Richmond,Georgia,0.362881708,0.446931515,13.492,15.505
21533,C. coccinea (East),Cc565,34.62,-78.25,Sampson,North Carolina,0.495894438,0.333237484,31.299,36.666
24775,C. coccinea (East),Cc1077,32.448574,-81.78355,Bulloch,Georgia,0.492783505,0.348070007,20.855,23.591
29177,C. coccinea (East),Cc524,34.62,-78.234,Sampson,North Carolina,0.479588683,0.368752283,35.593,40.52
SS15-3,C. coccinea (East),Cc1159,34.63567,-78.27041,Sampson,North Carolina,0.570414013,0.243184713,31.4,33.965
6035,C. coccinea (East),Cc1064,33.084182,-81.955308,Burke,Georgia,0.511051574,0.308614806,31.353,35.915
9367,C. coccinea (East),Cc732,31.54239,-86.71497,Butler,Alabama,0.464473523,0.368380824,32.708,38.296
25006,C. coccinea (East),Cc546,34.646,-78.293,Sampson,North Carolina,0.445965522,0.375633782,41.418,47.818
2478,C. coccinea (East),Cc821,32.33,-85.01,Russel,Alabama,0.391759135,0.439253658,28.298,32.776
114055,C. coccinea (East),Cc462,33.49,-81.99,Richmond,Georgia,0.48381295,0.271922085,29.468,34.148
SS16-4,C. coccinea (East),Cc1167,34.63575,-78.24108,Sampson,North Carolina,0.403416211,0.388148783,30.326,35.183
2270,C. coccinea (East),Cc1021,31.958743,-82.720458,Telfair,Georgia,0.551718938,0.294405911,13.264,15.42
65180,C. coccinea (East),Cc990,35.1922,-79.5897,Moore,North Carolina,0.39262052,0.354725141,36.073,42.087
21537,C. coccinea (East),Cc563,34.66,-78.27,Sampson,North Carolina,0.46153011,0.306962942,27.632,32.282
22598,C. coccinea (East),Cc558,34.98,-78.73,Cumberland,North Carolina,0.52187581,0.317021001,30.856,36.43
65964,C. coccinea (East),Cc998,35.1915,-79.6173,Moore,North Carolina,0.445946418,0.36641168,28.629,33.55
5522,C. coccinea (East),Cc731,32.46968,-85.06219,Russell,Alabama,0.464268216,0.368796808,28.574,33.752
65877,C. coccinea (East),Cc984,35.1965,-79.6205,Moore,North Carolina,0.458202169,0.358267126,20.013,23.301
21803,C. coccinea (East),Cc550,34.67,-78.256,Sampson,North Carolina,0.503837575,0.321241144,30.488,35.012
65704,C. coccinea (East),Cc996,35.2069,-79.6288,Moore,North Carolina,0.437830728,0.36059707,32.693,37.266
24028,C. coccinea (East),Cc1076,32.941029,-81.8612,Jenkins,Georgia,0.5155421,0.329966128,33.361,38.283
25042,C. coccinea (East),Cc544,34.69,-78.27,Sampson,North Carolina,0.388499035,0.351905053,21.233,24.789
68440,C. coccinea (East),Cc594,35.22,-79.62,Moore,North Carolina,0.511538173,0.327451862,26.694,31.329
SS15-6,C. coccinea (East),Cc1162,34.71244,-78.30423,Sampson,North Carolina,0.432748863,0.309732549,18.022,20.928
15649,C. coccinea (East),Cc463,33.07,-84.6,Meriwether,Georgia,0.505592053,0.335587246,31.205,36.341
10035,C. coccinea (East),Cc603,34.71,-78.27,Sampson,North Carolina,0.478870792,0.344497964,40.276,46.832
65876,C. coccinea (East),Cc626,35.22,-79.685,Montgomery,North Carolina,0.36327154,0.396633823,33.391,38.19
44104,C. coccinea (East),Cc485,35.23,-79.67,Montgomery,North Carolina,0.400996564,0.355429553,29.1,33.955
26485,C. coccinea (East),Cc757,32.65,-84.42,Talbot,Georgia,0.387812363,0.38439281,34.215,39.641
10558,C. coccinea (East),Cc618,34.56,-77.91,Pender ,North Carolina,0.445512625,0.314602981,32.87,37.458
NCSM 86522,C. coccinea (East),Cc1163,34.73912,-78.25267,Sampson,North Carolina,0.496510665,0.284075228,25.363,29.868
9725,C. coccinea (East),Cc670,33.15657,-86.25083,Talladega,Alabama,0.454058466,0.329217897,19.601,22.008
SS16-9,C. coccinea (East),Cc1172,34.750744,-78.297576,Sampson,North Carolina,0.36857412,0.377626674,24.413,28.741
33526,C. coccinea (East),Cc513,34.42,-77.62,Pender ,North Carolina,0.425037815,0.279918142,33.717,38.478
6018,C. coccinea (East),Cc1059,32.412038,-82.311777,Emanuel,Georgia,0.527709511,0.313314082,32.552,37.358
5960,C. coccinea (East),Cc1031,34.840968,-78.561973,Bladen ,North Carolina,0.429221929,0.351125727,27.671,32.139
SS16-10,C. coccinea (East),Cc1173,34.754335,-78.289708,Sampson,North Carolina,0.465042396,0.310225455,45.641,52.406
SS16-11,C. coccinea (East),Cc1174,34.754485,-78.289462,Sampson,North Carolina,0.526944998,0.286687364,21.581,25.099
